API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Fri Apr 10 21:16:47 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Artemis II (spacecraft) (-1024) {source: Artemis_II_merged}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2026-Apr-02 02:00:00.0000 TDB
Stop  time      : A.D. 2026-Apr-10 23:30:00.0000 TDB
Step-size       : 30 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
EOP file        : eop.260410.p260707
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-APR-10. PREDICTS-> 2026-JUL-06
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2461134.875000000, A.D. 2026-Apr-04 09:00:00.0000, -1.036671682908802E+05, -2.243263574729782E+05, -2.109862762844891E+04, -2.356584659474995E-01, -1.190537022416623E+00, -1.064188712362822E-01,
2461134.895833333, A.D. 2026-Apr-04 09:30:00.0000, -1.040870189872892E+05, -2.264596194369952E+05, -2.128928320962435E+04, -2.298988839881288E-01, -1.178175342748466E+00, -1.053274547296183E-01,
2461134.916666667, A.D. 2026-Apr-04 10:00:00.0000, -1.044964167463859E+05, -2.285704920986503E+05, -2.147801062845955E+04, -2.264373744861503E-01, -1.169653253107314E+00, -1.044973301286957E-01,
2461134.937500000, A.D. 2026-Apr-04 10:30:00.0000, -1.049000091323217E+05, -2.306667111603323E+05, -2.166525132269645E+04, -2.220153105303910E-01, -1.159505272230455E+00, -1.035504480704111E-01,
2461134.958333333, A.D. 2026-Apr-04 11:00:00.0000, -1.052957309568059E+05, -2.327448040037848E+05, -2.185080131804236E+04, -2.176917401283720E-01, -1.149512174302409E+00, -1.026186943377487E-01,
2461134.979166667, A.D. 2026-Apr-04 11:30:00.0000, -1.056837565047134E+05, -2.348050449708503E+05, -2.203468741242717E+04, -2.134633552702453E-01, -1.139669055408285E+00, -1.017015915266136E-01,
2461135.000000000, A.D. 2026-Apr-04 12:00:00.0000, -1.060642542610848E+05, -2.368476997759558E+05, -2.221693556440584E+04, -2.093270179047657E-01, -1.129971231244668E+00, -1.007986841824268E-01,
2461135.020833333, A.D. 2026-Apr-04 12:30:00.0000, -1.064365377129984E+05, -2.388734777083645E+05, -2.239746476150342E+04, -2.052483043558652E-01, -1.120438698924537E+00, -9.989840971905201E-02,
2461135.041666667, A.D. 2026-Apr-04 13:00:00.0000, -1.068024069891244E+05, -2.408817685708395E+05, -2.257649329222072E+04, -2.012881533570929E-01, -1.111017468438755E+00, -9.902445954323486E-02,
2461135.062500000, A.D. 2026-Apr-04 13:30:00.0000, -1.071612252067720E+05, -2.428732212103978E+05, -2.275395985935445E+04, -1.974126000300020E-01, -1.101730466382508E+00, -9.816259082257545E-02,
2461135.083333333, A.D. 2026-Apr-04 14:00:00.0000, -1.075131411016823E+05, -2.448480738948576E+05, -2.292988660620942E+04, -1.936185263929658E-01, -1.092570526579019E+00, -9.731394751227712E-02,
2461135.104166667, A.D. 2026-Apr-04 14:30:00.0000, -1.078582970787287E+05, -2.468065506155732E+05, -2.310429713472284E+04, -1.899000782915950E-01, -1.083536236679508E+00, -9.647764744714799E-02,
2461135.125000000, A.D. 2026-Apr-04 15:00:00.0000, -1.081968268423261E+05, -2.487488771670355E+05, -2.327721297490275E+04, -1.862564887420279E-01, -1.074624349230539E+00, -9.565311943580529E-02,
2461135.145833333, A.D. 2026-Apr-04 15:30:00.0000, -1.085288651320475E+05, -2.506752687309800E+05, -2.344865507273760E+04, -1.826871117414602E-01, -1.065830473455184E+00, -9.484012620042992E-02,
2461135.166666667, A.D. 2026-Apr-04 16:00:00.0000, -1.088545438803828E+05, -2.525859353864823E+05, -2.361864392252074E+04, -1.791897588261157E-01, -1.057151156375107E+00, -9.403829044585954E-02,
2461135.187500000, A.D. 2026-Apr-04 16:30:00.0000, -1.091739903046699E+05, -2.544810791330531E+05, -2.378719913277772E+04, -1.757621726392153E-01, -1.048582772470283E+00, -9.324715741422512E-02,
2461135.208333333, A.D. 2026-Apr-04 17:00:00.0000, -1.094873296036392E+05, -2.563608958540137E+05, -2.395433963843164E+04, -1.724041068124668E-01, -1.040118655014990E+00, -9.246564891360903E-02,
2461135.229166667, A.D. 2026-Apr-04 17:30:00.0000, -1.097946856932039E+05, -2.582255708791806E+05, -2.412008125055887E+04, -1.691139848264937E-01, -1.031760909769472E+00, -9.169347126405758E-02,
2461135.250000000, A.D. 2026-Apr-04 18:00:00.0000, -1.100961795339371E+05, -2.600752987358343E+05, -2.428444227367391E+04, -1.658898035626038E-01, -1.023509188129974E+00, -9.093154487376709E-02,
2461135.270833333, A.D. 2026-Apr-04 18:30:00.0000, -1.103919266435741E+05, -2.619102635551803E+05, -2.444744063036116E+04, -1.627284869388879E-01, -1.015357122768533E+00, -9.017936610650285E-02,
2461135.291666667, A.D. 2026-Apr-04 19:00:00.0000, -1.106820391495696E+05, -2.637306430985722E+05, -2.460909386746414E+04, -1.596288382701961E-01, -1.007302365147158E+00, -8.943798385338353E-02,
2461135.312500000, A.D. 2026-Apr-04 19:30:00.0000, -1.109666269763466E+05, -2.655366098588309E+05, -2.476942370889559E+04, -1.565899829365526E-01, -9.993441236944736E-01, -8.870651121935141E-02,
2461135.333333333, A.D. 2026-Apr-04 20:00:00.0000, -1.112457970615804E+05, -2.673283346993671E+05, -2.492844227283401E+04, -1.536082102422085E-01, -9.914754668224333E-01, -8.798219415006048E-02,
2461135.354166667, A.D. 2026-Apr-04 20:30:00.0000, -1.115196498912345E+05, -2.691059732850824E+05, -2.508616468847959E+04, -1.506820973473369E-01, -9.836932860240457E-01, -8.726638702629286E-02,
2461135.375000000, A.D. 2026-Apr-04 21:00:00.0000, -1.117882856061630E+05, -2.708696827607063E+05, -2.524260616398914E+04, -1.478107999152724E-01, -9.759985803754422E-01, -8.655867560839159E-02,
2461135.395833333, A.D. 2026-Apr-04 21:30:00.0000, -1.120518008342044E+05, -2.726196182762058E+05, -2.539778217017831E+04, -1.449933476586735E-01, -9.683871311161685E-01, -8.586200956684176E-02,
2461135.416666667, A.D. 2026-Apr-04 22:00:00.0000, -1.123102912292986E+05, -2.743559301687656E+05, -2.555171775244620E+04, -1.422269562893125E-01, -9.608617949131514E-01, -8.517880731592775E-02,
2461135.437500000, A.D. 2026-Apr-04 22:30:00.0000, -1.125638491942779E+05, -2.760787692699353E+05, -2.570443071843503E+04, -1.395127609127148E-01, -9.534171877400182E-01, -8.450355026789541E-02,
2461135.458333333, A.D. 2026-Apr-04 23:00:00.0000, -1.128125679860552E+05, -2.777882796050276E+05, -2.585593535507504E+04, -1.368500199358255E-01, -9.460519073208331E-01, -8.383622552724035E-02,
2461135.479166667, A.D. 2026-Apr-04 23:30:00.0000, -1.130565401963127E+05, -2.794846033974959E+05, -2.600624418458821E+04, -1.342389025467679E-01, -9.387644789385901E-01, -8.317419514983732E-02,
2461135.500000000, A.D. 2026-Apr-05 00:00:00.0000, -1.132958575876842E+05, -2.811678768050344E+05, -2.615536532692501E+04, -1.316772019811153E-01, -9.315523253289466E-01, -8.251621076163446E-02,
2461135.520833333, A.D. 2026-Apr-05 00:30:00.0000, -1.135306074519687E+05, -2.828382361646029E+05, -2.630330728822442E+04, -1.291642061048533E-01, -9.244144924406533E-01, -8.186601145605032E-02,
2461135.541666667, A.D. 2026-Apr-05 01:00:00.0000, -1.137608777710264E+05, -2.844958124287564E+05, -2.645008799562110E+04, -1.266995978642841E-01, -9.173490421605185E-01, -8.122494130902408E-02,
2461135.562500000, A.D. 2026-Apr-05 01:30:00.0000, -1.139867894465577E+05, -2.861407667407320E+05, -2.659571598330556E+04, -1.244023004614026E-01, -9.104639091537162E-01, -8.057269760483593E-02,
2461135.583333333, A.D. 2026-Apr-05 02:00:00.0000, -1.142086861336165E+05, -2.877734251682502E+05, -2.674016138731368E+04, -1.221300509473288E-01, -9.035983458298580E-01, -7.992851865327144E-02,
2461135.604166667, A.D. 2026-Apr-05 02:30:00.0000, -1.144264165105418E+05, -2.893937223751491E+05, -2.688347614120590E+04, -1.198010522641135E-01, -8.967420583793154E-01, -7.931159408486788E-02,
2461135.625000000, A.D. 2026-Apr-05 03:00:00.0000, -1.146471441020797E+05, -2.909970457662519E+05, -2.703087827246613E+04, -1.187771786205180E-01, -8.892618381595595E-01, -7.966863722758255E-02,
2461135.645833333, A.D. 2026-Apr-05 03:30:00.0000, -1.148589227064496E+05, -2.925916491795714E+05, -2.717373175989930E+04, -1.165396612990692E-01, -8.825303083154808E-01, -7.905852950416054E-02,
2461135.666666667, A.D. 2026-Apr-05 04:00:00.0000, -1.150667129185176E+05, -2.941741925278060E+05, -2.731549279282812E+04, -1.143455382849059E-01, -8.758615325217205E-01, -7.845477884582619E-02,
2461135.687500000, A.D. 2026-Apr-05 04:30:00.0000, -1.152705695487533E+05, -2.957448004536898E+05, -2.745616107605374E+04, -1.032549424319361E-01, -8.743230450034042E-01, -7.329850496537060E-02,
2461135.708333333, A.D. 2026-Apr-05 05:00:00.0000, -1.154531512338491E+05, -2.973133620969878E+05, -2.758672085325075E+04, -1.086741452932902E-01, -8.634415039819261E-01, -7.644860810894882E-02,
2461135.729166667, A.D. 2026-Apr-05 05:30:00.0000, -1.156468984317503E+05, -2.988617081961472E+05, -2.772380083968397E+04, -1.066074714871654E-01, -8.569527302412578E-01, -7.586348766176804E-02,
2461135.750000000, A.D. 2026-Apr-05 06:00:00.0000, -1.158369630373073E+05, -3.003984263971646E+05, -2.785983297676955E+04, -1.045823091843348E-01, -8.505214098650835E-01, -7.528431391975499E-02,
2461135.770833333, A.D. 2026-Apr-05 06:30:00.0000, -1.160234194222524E+05, -3.019236190072363E+05, -2.799482787732570E+04, -1.025982772720491E-01, -8.441463165794652E-01, -7.471098620295336E-02,
2461135.791666667, A.D. 2026-Apr-05 07:00:00.0000, -1.162063413081397E+05, -3.034373861570869E+05, -2.812879597675384E+04, -1.006550344420641E-01, -8.378262581052620E-01, -7.414340804692782E-02,
2461135.812500000, A.D. 2026-Apr-05 07:30:00.0000, -1.163858018380201E+05, -3.049398258608257E+05, -2.826174754054926E+04, -9.875227923961741E-02, -8.315600746843917E-01, -7.358148711757811E-02,
2461135.833333333, A.D. 2026-Apr-05 08:00:00.0000, -1.165618736483161E+05, -3.064310340731862E+05, -2.839369267166565E+04, -9.688975023737156E-02, -8.253466376460475E-01, -7.302513513521031E-02,
2461135.854166667, A.D. 2026-Apr-05 08:30:00.0000, -1.167346289411174E+05, -3.079111047442370E+05, -2.852464131774992E+04, -9.506722633127658E-02, -8.191848480280848E-01, -7.247426780681782E-02,
2461135.875000000, A.D. 2026-Apr-05 09:00:00.0000, -1.169041395571287E+05, -3.093801298716391E+05, -2.865460327826736E+04, -9.328452716857090E-02, -8.130736352312997E-01, -7.192880476958596E-02,
2461135.895833333, A.D. 2026-Apr-05 09:30:00.0000, -1.170704770495107E+05, -3.108381995505591E+05, -2.878358821153414E+04, -9.154151378273752E-02, -8.070119563599099E-01, -7.138866960089296E-02,
2461135.916666667, A.D. 2026-Apr-05 10:00:00.0000, -1.172337127588449E+05, -3.122854020211211E+05, -2.891160564166171E+04, -8.983808893129937E-02, -8.009987917113149E-01, -7.085378949290172E-02,
2461135.937500000, A.D. 2026-Apr-05 10:30:00.0000, -1.173939178895103E+05, -3.137218237136799E+05, -2.903866496545137E+04, -8.817419868292833E-02, -7.950331499916392E-01, -7.032409579892118E-02,
2461135.958333333, A.D. 2026-Apr-05 11:00:00.0000, -1.175511635877584E+05, -3.151475492920559E+05, -2.916477545926406E+04, -8.654983269452676E-02, -7.891140606178757E-01, -6.979952344206158E-02,
2461135.979166667, A.D. 2026-Apr-05 11:30:00.0000, -1.177055210217137E+05, -3.165626616941813E+05, -2.928994628583352E+04, -8.496502575782289E-02, -7.832405757355709E-01, -6.928001119560506E-02,
2461136.000000000, A.D. 2026-Apr-05 12:00:00.0000, -1.178570614636856E+05, -3.179672421708196E+05, -2.941418650109973E+04, -8.341985908411413E-02, -7.774117683674701E-01, -6.876550162777900E-02,
2461136.020833333, A.D. 2026-Apr-05 12:30:00.0000, -1.180058563750890E+05, -3.193613703220599E+05, -2.953750506105236E+04, -8.191446185450856E-02, -7.716267312079984E-01, -6.825594111805100E-02,
2461136.041666667, A.D. 2026-Apr-05 13:00:00.0000, -1.181519774943397E+05, -3.207451241316473E+05, -2.965991082861238E+04, -8.044901297747442E-02, -7.658845754220656E-01, -6.775127988286239E-02,
2461136.062500000, A.D. 2026-Apr-05 13:30:00.0000, -1.182954969281112E+05, -3.221185799991361E+05, -2.978141258057293E+04, -7.902374306928309E-02, -7.601844294309025E-01, -6.725147201526971E-02,
2461136.083333333, A.D. 2026-Apr-05 14:00:00.0000, -1.184364872463801E+05, -3.234818127699367E+05, -2.990201901462984E+04, -7.763893667641569E-02, -7.545254376791740E-01, -6.675647553760072E-02,
2461136.104166667, A.D. 2026-Apr-05 14:30:00.0000, -1.185750215816597E+05, -3.248348957626759E+05, -3.002173875647996E+04, -7.629493476198780E-02, -7.489067593850349E-01, -6.626625246764140E-02,
2461136.125000000, A.D. 2026-Apr-05 15:00:00.0000, -1.187143464820054E+05, -3.261764495372814E+05, -3.014267884202044E+04,  3.355338784214590E-01, -9.311077402713346E-01,  2.057434971413684E-01,
2461136.145833333, A.D. 2026-Apr-05 15:30:00.0000, -1.189158882429525E+05, -3.274785164962941E+05, -3.030545712331084E+04, -7.513524958955145E-02, -7.371654769372383E-01, -6.624635749286822E-02,
2461136.166666667, A.D. 2026-Apr-05 16:00:00.0000, -1.190500280979065E+05, -3.288004570100550E+05, -3.042427042420204E+04, -7.391612288804152E-02, -7.316635653524309E-01, -6.576919323245978E-02,
2461136.187500000, A.D. 2026-Apr-05 16:30:00.0000, -1.191820119942555E+05, -3.301125275912381E+05, -3.054222899175907E+04, -7.273984683774160E-02, -7.261987534874574E-01, -6.529665047281902E-02,
2461136.208333333, A.D. 2026-Apr-05 17:00:00.0000, -1.193119176626310E+05, -3.314147943103932E+05, -3.065934112812339E+04, -7.160710026765547E-02, -7.207702548035277E-01, -6.482871156568837E-02,
2461136.229166667, A.D. 2026-Apr-05 17:30:00.0000, -1.194398241259539E+05, -3.327073218282583E+05, -3.077561510778936E+04, -7.051864104791411E-02, -7.153772889893648E-01, -6.436536345954458E-02,
2461136.250000000, A.D. 2026-Apr-05 18:00:00.0000, -1.195658118463410E+05, -3.339901734051221E+05, -3.089105918601151E+04, -6.947531137233864E-02, -7.100190803246754E-01, -6.390659789033037E-02,
2461136.270833333, A.D. 2026-Apr-05 18:30:00.0000, -1.196899628821028E+05, -3.352634109078023E+05, -3.100568160764844E+04, -6.847804359469492E-02, -7.046948556211848E-01, -6.345241158293966E-02,
2461136.291666667, A.D. 2026-Apr-05 19:00:00.0000, -1.198123610557627E+05, -3.365270948122733E+05, -3.111949061633705E+04, -6.752786674447965E-02, -6.994038423909695E-01, -6.300280650327661E-02,
2461136.312500000, A.D. 2026-Apr-05 19:30:00.0000, -1.199330921344539E+05, -3.377812842029200E+05, -3.123249446416525E+04, -6.662591373939208E-02, -6.941452665455955E-01, -6.255779012503226E-02,
2461136.333333333, A.D. 2026-Apr-05 20:00:00.0000, -1.200522440240176E+05, -3.390260367675454E+05, -3.134470142185608E+04, -6.577342941415089E-02, -6.889183499928647E-01, -6.211737573393455E-02,
2461136.354166667, A.D. 2026-Apr-05 20:30:00.0000, -1.201699069783521E+05, -3.402614087878008E+05, -3.145611978953586E+04, -6.497177945684980E-02, -6.837223079647897E-01, -6.168158277486696E-02,
2461136.375000000, A.D. 2026-Apr-05 21:00:00.0000, -1.202861738257528E+05, -3.414874551246234E+05, -3.156675790816495E+04, -6.422246036583860E-02, -6.785563460754023E-01, -6.125043723755685E-02,
2461136.395833333, A.D. 2026-Apr-05 21:30:00.0000, -1.204011402141513E+05, -3.427042291976511E+05, -3.167662417167325E+04, -6.352711054584727E-02, -6.734196568891306E-01, -6.082397208202547E-02,
2461136.416666667, A.D. 2026-Apr-05 22:00:00.0000, -1.205149048775645E+05, -3.439117829590742E+05, -3.178572703999163E+04, -6.288752273855554E-02, -6.683114164431211E-01, -6.040222774706475E-02,
2461136.437500000, A.D. 2026-Apr-05 22:30:00.0000, -1.206275699261104E+05, -3.451101668596549E+05, -3.189407505294842E+04, -6.230565788356988E-02, -6.632307798256465E-01, -5.998525267639249E-02,
2461136.458333333, A.D. 2026-Apr-05 23:00:00.0000, -1.207392411625223E+05, -3.462994298070680E+05, -3.200167684524442E+04, -6.178366069011838E-02, -6.581768765469543E-01, -5.957310394678819E-02,
2461136.479166667, A.D. 2026-Apr-05 23:30:00.0000, -1.208500284283482E+05, -3.474796191150775E+05, -3.210854116259831E+04, -6.132387710533791E-02, -6.531488051230605E-01, -5.916584795694210E-02,
2461136.500000000, A.D. 2026-Apr-06 00:00:00.0000, -1.209600459835138E+05, -3.486507804423185E+05, -3.221467687921705E+04, -6.092887396420858E-02, -6.481456269074923E-01, -5.876356121144685E-02,
2461136.520833333, A.D. 2026-Apr-06 00:30:00.0000, -1.210663646270058E+05, -3.498145752476159E+05, -3.232442136234102E+04, -6.054460373241732E-02, -6.432531573355940E-01, -5.850467487208358E-02,
2461136.541666667, A.D. 2026-Apr-06 01:00:00.0000, -1.211751041541882E+05, -3.509679666155531E+05, -3.242937675305989E+04, -6.028862062362717E-02, -6.382976384365945E-01, -5.811396976112149E-02,
2461136.562500000, A.D. 2026-Apr-06 01:30:00.0000, -1.212834461525878E+05, -3.521124597857221E+05, -3.253363563728856E+04, -6.010344841031207E-02, -6.333652015604115E-01, -5.773013158951057E-02,
2461136.583333333, A.D. 2026-Apr-06 02:00:00.0000, -1.213915244745571E+05, -3.532480919401940E+05, -3.263720918294248E+04, -5.999699151082802E-02, -6.284519377286693E-01, -5.735258948771527E-02,
2461136.604166667, A.D. 2026-Apr-06 02:30:00.0000, -1.214994848698019E+05, -3.543748996458083E+05, -3.274010869256819E+04, -5.997306215504014E-02, -6.235599561120460E-01, -5.698095246925733E-02,
2461136.625000000, A.D. 2026-Apr-06 03:00:00.0000, -1.216074789734655E+05, -3.554929155283307E+05, -3.284234443743846E+04, -6.003479433455886E-02, -6.186824154077759E-01, -5.661509191717870E-02,
2461136.645833333, A.D. 2026-Apr-06 03:30:00.0000, -1.217131941790057E+05, -3.566030443258871E+05, -3.294006597924390E+04, -5.858946984831955E-02, -6.143877668381874E-01, -5.375821849188070E-02,
2461136.666666667, A.D. 2026-Apr-06 04:00:00.0000, -1.218188639969640E+05, -3.577045773756945E+05, -3.303651096734228E+04, -5.883807523909886E-02, -6.095406261069592E-01, -5.340391418580590E-02,
2461136.687500000, A.D. 2026-Apr-06 04:30:00.0000, -1.219250727255097E+05, -3.587973992084865E+05, -3.313232403167142E+04, -5.918909871944569E-02, -6.047075263606834E-01, -5.305605582023620E-02,
2461136.708333333, A.D. 2026-Apr-06 05:00:00.0000, -1.220320053387126E+05, -3.598815330780694E+05, -3.322751619601931E+04, -5.964861777508477E-02, -5.998841779220742E-01, -5.271473343943039E-02,
2461136.729166667, A.D. 2026-Apr-06 05:30:00.0000, -1.221398729048810E+05, -3.609569898937528E+05, -3.332210077133967E+04, -6.022445494174332E-02, -5.950696393399781E-01, -5.238052569061832E-02,
2461136.750000000, A.D. 2026-Apr-06 06:00:00.0000, -1.222488896092300E+05, -3.620237878748578E+05, -3.341609079006453E+04, -6.092688671170871E-02, -5.902620425367977E-01, -5.205403180240953E-02,
2461136.770833333, A.D. 2026-Apr-06 06:30:00.0000, -1.223592875374026E+05, -3.630819375893257E+05, -3.350949986896099E+04, -6.175791817708941E-02, -5.854640389568887E-01, -5.173464956330640E-02,
2461136.791666667, A.D. 2026-Apr-06 07:00:00.0000, -1.224713106023682E+05, -3.641314530295981E+05, -3.360233994603540E+04, -6.273706010026062E-02, -5.806642377123036E-01, -5.142234727760664E-02,
2461136.812500000, A.D. 2026-Apr-06 07:30:00.0000, -1.225852343438408E+05, -3.651723269049576E+05, -3.369462545665423E+04, -6.387252312666407E-02, -5.758610071586007E-01, -5.111856756153585E-02,
2461136.833333333, A.D. 2026-Apr-06 08:00:00.0000, -1.227013550295627E+05, -3.662045464704008E+05, -3.378637180274211E+04, -6.517919108789537E-02, -5.710481695980769E-01, -5.082350785839401E-02,
2461136.854166667, A.D. 2026-Apr-06 08:30:00.0000, -1.228199855212992E+05, -3.672280955307396E+05, -3.387759628302172E+04, -6.666415628537045E-02, -5.662261138670940E-01, -5.053873350271859E-02,
2461136.875000000, A.D. 2026-Apr-06 09:00:00.0000, -1.229414652156471E+05, -3.682429497883262E+05, -3.396831750449752E+04, -6.834785799022795E-02, -5.613862597745325E-01, -5.026445511262892E-02,
2461136.895833333, A.D. 2026-Apr-06 09:30:00.0000, -1.230661681101940E+05, -3.692490713991441E+05, -3.405855505727367E+04, -7.024876975558975E-02, -5.565219751584569E-01, -5.000146447947360E-02,
2461136.916666667, A.D. 2026-Apr-06 10:00:00.0000, -1.231945036980620E+05, -3.702464095372079E+05, -3.414833005362404E+04, -7.238792502209905E-02, -5.516254258000991E-01, -4.975066417167501E-02,
2461136.937500000, A.D. 2026-Apr-06 10:30:00.0000, -1.233269219659583E+05, -3.712348979858169E+05, -3.423766534461791E+04, -7.478936556258195E-02, -5.466872922031702E-01, -4.951308715819114E-02,
2461136.958333333, A.D. 2026-Apr-06 11:00:00.0000, -1.234639192836895E+05, -3.722144521530022E+05, -3.432658577515095E+04, -7.748068663616708E-02, -5.416964091479981E-01, -4.928992009279007E-02,
2461136.979166667, A.D. 2026-Apr-06 11:30:00.0000, -1.236060453799713E+05, -3.731849653497037E+05, -3.441511848513687E+04, -8.049370320581374E-02, -5.366393019235297E-01, -4.908253151126038E-02,
2461137.000000000, A.D. 2026-Apr-06 12:00:00.0000, -1.237539116493994E+05, -3.741463041145793E+05, -3.450329326685192E+04, -8.386526868943001E-02, -5.314995839231014E-01, -4.889250626812103E-02,
2461137.020833333, A.D. 2026-Apr-06 12:30:00.0000, -1.239082010988616E+05, -3.750983022940743E+05, -3.459114299102046E+04, -8.763828707569575E-02, -5.262571666058623E-01, -4.872168785657699E-02,
2461137.041666667, A.D. 2026-Apr-06 13:00:00.0000, -1.240696803310732E+05, -3.760407534820312E+05, -3.467870411781518E+04, -9.186297156715864E-02, -5.208872128375432E-01, -4.857223070247790E-02,
2461137.062500000, A.D. 2026-Apr-06 13:30:00.0000, -1.242392140635875E+05, -3.769734012730279E+05, -3.476601731280205E+04, -9.659841909845178E-02, -5.153587352116161E-01, -4.844666510810819E-02,
2461137.083333333, A.D. 2026-Apr-06 14:00:00.0000, -1.244177828341593E+05, -3.778959265709419E+05, -3.485312819375700E+04, -1.019145913511771E-01, -5.096326971091369E-01, -4.834797826932050E-02,
2461137.104166667, A.D. 2026-Apr-06 14:30:00.0000, -1.246065047227911E+05, -3.788079308818023E+05, -3.494008824090543E+04, -1.078948203690240E-01, -5.036594080309666E-01, -4.827971570794129E-02,
2461137.125000000, A.D. 2026-Apr-06 15:00:00.0000, -1.248066620528917E+05, -3.797089142076869E+05, -3.502695607000226E+04, -1.146386986596599E-01, -4.973752757453321E-01, -4.824650840413128E-02,
2461137.145833333, A.D. 2026-Apr-06 15:30:00.0000, -1.250197340175018E+05, -3.805982458803539E+05, -3.511379972051992E+04, -1.222666686840150E-01, -4.906970211939415E-01, -4.825350159168898E-02,
2461137.166666667, A.D. 2026-Apr-06 16:00:00.0000, -1.252474399494859E+05, -3.814751210077732E+05, -3.520069666841626E+04, -1.309255585112166E-01, -4.835134486155163E-01, -4.830698590356508E-02,
2461137.187500000, A.D. 2026-Apr-06 16:30:00.0000, -1.254917907771622E+05, -3.823385041623589E+05, -3.528773691269654E+04, -1.407938094527398E-01, -4.756777161542018E-01, -4.841392943332573E-02,
2461137.208333333, A.D. 2026-Apr-06 17:00:00.0000, -1.257551527940864E+05, -3.831870523065763E+05, -3.537502375960018E+04, -1.520871908566052E-01, -4.669948202574266E-01, -4.858146298600605E-02,
2461137.229166667, A.D. 2026-Apr-06 17:30:00.0000, -1.260403271461688E+05, -3.840190022717668E+05, -3.546267665471585E+04, -1.650817423656308E-01, -4.571774406295883E-01, -4.882381919999029E-02,
2461137.250000000, A.D. 2026-Apr-06 18:00:00.0000, -1.263544760962083E+05, -3.848317824642138E+05, -3.553884902159142E+04, -1.801992890018720E-01, -4.458156810279856E-01, -4.895202915051758E-02,
2461137.270833333, A.D. 2026-Apr-06 18:30:00.0000, -1.266941521636623E+05, -3.856225362334216E+05, -3.562734112489354E+04, -1.976618070348640E-01, -4.323944771223479E-01, -4.939152669912450E-02,
2461137.291666667, A.D. 2026-Apr-06 19:00:00.0000, -1.270678050221544E+05, -3.863866718640920E+05, -3.571673280623500E+04, -2.180371729851681E-01, -4.160757758768567E-01, -4.995488939841336E-02,
2461137.312500000, A.D. 2026-Apr-06 19:30:00.0000, -1.274811563852058E+05, -3.871179530244981E+05, -3.580726518592759E+04, -2.418630623379355E-01, -3.956436416331312E-01, -5.066227095824327E-02,
2461137.333333333, A.D. 2026-Apr-06 20:00:00.0000, -1.279408969770675E+05, -3.878074405693558E+05, -3.589921383929814E+04, -2.696567715839520E-01, -3.692668405268121E-01, -5.153064656954809E-02,
2461137.354166667, A.D. 2026-Apr-06 20:30:00.0000, -1.284544766479528E+05, -3.884421164478037E+05, -3.599287416569778E+04, -3.016853678512632E-01, -3.341841901176633E-01, -5.256214131203314E-02,
2461137.375000000, A.D. 2026-Apr-06 21:00:00.0000, -1.290292075976489E+05, -3.890028762503925E+05, -3.608851300293015E+04, -3.373871540154620E-01, -2.863383450239795E-01, -5.371620298943586E-02,
2461137.395833333, A.D. 2026-Apr-06 21:30:00.0000, -1.296697634675377E+05, -3.894620198141848E+05, -3.618624495115643E+04, -3.741028845532204E-01, -2.202838914384295E-01, -5.485116011563647E-02,
2461137.416666667, A.D. 2026-Apr-06 22:00:00.0000, -1.303725671251631E+05, -3.897815665423772E+05, -3.628576919882192E+04, -4.049171604301103E-01, -1.304790822295361E-01, -5.563005141465247E-02,
2461137.437500000, A.D. 2026-Apr-06 22:30:00.0000, -1.311163393914992E+05, -3.899167033095042E+05, -3.638594915777296E+04, -4.170912841231736E-01, -1.604274193849892E-02, -5.546611918568596E-02,
2461137.458333333, A.D. 2026-Apr-06 23:00:00.0000, -1.318541833721678E+05, -3.898310871275502E+05, -3.648450544616333E+04, -3.964891881656558E-01,  1.116261801674308E-01, -5.375315069613552E-02,
2461137.479166667, A.D. 2026-Apr-06 23:30:00.0000, -1.325220557461111E+05, -3.895209848808114E+05, -3.657849136165928E+04, -3.404918517723022E-01,  2.292384471927473E-01, -5.045543761125326E-02,
2461137.500000000, A.D. 2026-Apr-07 00:00:00.0000, -1.330673472040246E+05, -3.890236002235425E+05, -3.666563173483222E+04, -2.636062998812250E-01,  3.178753024580006E-01, -4.630554914428758E-02,
2461137.520833333, A.D. 2026-Apr-07 00:30:00.0000, -1.334699422505244E+05, -3.883957792913743E+05, -3.674520987052581E+04, -1.845694286621528E-01,  3.749508127314254E-01, -4.217043528810518E-02,
