date,eq_count,max_magnitude,mean_depth_km,energy_log10,dispersion_km
2017-11-02,1,4.5,528.52,11.55,0.0
2017-11-03,1,4.6,565.98,11.7,0.0
2017-11-04,3,4.5,428.3133333333333,12.027121254719663,18.08246611025313
2017-11-05,1,5.5,482.88,13.05,0.0
2017-11-06,2,5.0,415.55,12.431879480002063,0.0
2017-11-07,1,5.7,548.0,13.35,0.0
2017-11-08,2,5.7,583.05,13.356829128312455,0.0
2017-11-09,1,4.7,576.73,11.85,0.0
2017-11-10,2,4.6,365.135,11.932474080687586,0.0
2017-11-11,0,,,,
2017-11-12,2,4.7,511.73,12.026434862436489,0.0
2017-11-13,2,4.7,583.105,12.082474080687588,0.0
2017-11-14,3,5.5,552.7866666666666,13.076633575046277,156.36683057572614
2017-11-15,1,4.5,575.7,11.55,0.0
2017-11-16,2,4.6,358.14,11.932474080687586,0.0
2017-11-17,0,,,,
2017-11-18,0,,,,
2017-11-19,2,4.6,535.44,11.932474080687586,0.0
2017-11-20,0,,,,
2017-11-21,0,,,,
2017-11-22,0,,,,
2017-11-23,0,,,,
2017-11-24,3,4.6,413.8433333333333,12.083077438168312,1307.9773215219163
2017-11-25,0,,,,
2017-11-26,3,4.7,480.4866666666667,12.151545298844896,2825.531002863718
2017-11-27,2,5.1,399.34,12.682474080687586,0.0
2017-11-28,1,4.8,487.61,12.0,0.0
2017-11-29,0,,,,
2017-11-30,4,4.9,499.21,12.418856494521572,4090.958707292203
2017-12-01,1,4.7,565.07,11.85,0.0
2017-12-02,0,,,,
2017-12-03,0,,,,
2017-12-04,0,,,,
2017-12-05,2,4.8,542.655,12.176434862436484,0.0
2017-12-06,1,4.5,322.82,11.55,0.0
2017-12-07,0,,,,
2017-12-08,1,4.9,570.66,12.15,0.0
2017-12-09,0,,,,
2017-12-10,1,4.5,552.62,11.55,0.0
2017-12-11,0,,,,
2017-12-12,0,,,,
2017-12-13,0,,,,
2017-12-14,0,,,,
2017-12-15,0,,,,
2017-12-16,3,5.5,474.70666666666665,13.089302461812064,2986.3513075400965
2017-12-17,0,,,,
2017-12-18,1,4.6,313.32,11.7,0.0
2017-12-19,0,,,,
2017-12-20,1,4.5,506.22,11.55,0.0
2017-12-21,2,4.9,536.435,12.451029995663982,0.0
2017-12-22,0,,,,
2017-12-23,0,,,,
2017-12-24,0,,,,
2017-12-25,1,4.8,554.68,12.0,0.0
2017-12-26,1,4.6,532.61,11.7,0.0
2017-12-27,0,,,,
2017-12-28,1,4.7,449.97,11.85,0.0
2017-12-29,1,4.5,339.98,11.55,0.0
2017-12-30,1,4.6,581.26,11.7,0.0
2017-12-31,0,,,,
2018-01-01,0,,,,
2018-01-02,3,5.9,544.65,13.658243847475251,95.04644388253637
2018-01-03,2,4.7,580.76,12.151029995663984,0.0
2018-01-04,0,,,,
2018-01-05,0,,,,
2018-01-06,1,4.7,497.33,11.85,0.0
2018-01-07,2,4.7,580.79,12.026434862436489,0.0
2018-01-08,3,4.8,502.6366666666666,12.39814620332089,320.5116205576994
2018-01-09,1,4.5,462.35,11.55,0.0
2018-01-10,2,5.0,461.65,12.371081852649532,0.0
2018-01-11,4,5.5,517.285,13.1164810617975,359.56123412066927
2018-01-12,1,4.7,527.19,11.85,0.0
2018-01-13,1,4.5,510.28,11.55,0.0
2018-01-14,2,4.8,539.89,12.176434862436484,0.0
2018-01-15,1,4.5,627.14,11.55,0.0
2018-01-16,1,5.9,666.76,13.650000000000002,0.0
2018-01-17,2,4.6,544.895,11.932474080687586,0.0
2018-01-18,1,5.8,466.2,13.5,0.0
2018-01-19,3,4.5,530.7033333333334,12.027121254719663,141.4382067261739
2018-01-20,2,5.0,440.44000000000005,12.371081852649532,0.0
2018-01-21,0,,,,
2018-01-22,0,,,,
2018-01-23,1,4.6,558.59,11.7,0.0
2018-01-24,2,4.7,477.08,12.026434862436489,0.0
2018-01-25,2,5.8,630.2449999999999,13.513520922108038,0.0
2018-01-26,2,4.7,543.5799999999999,12.082474080687588,0.0
2018-01-27,1,4.7,567.6,11.85,0.0
2018-01-28,1,4.5,512.02,11.55,0.0
2018-01-29,1,4.5,529.05,11.55,0.0
2018-01-30,0,,,,
2018-01-31,0,,,,
2018-02-01,1,4.6,497.31,11.7,0.0
2018-02-02,1,4.8,542.57,12.0,0.0
2018-02-03,0,,,,
2018-02-04,0,,,,
2018-02-05,2,5.4,525.465,12.918978441047736,0.0
2018-02-06,0,,,,
2018-02-07,3,5.3,562.2433333333333,12.811535721539036,137.37114298372208
2018-02-08,0,,,,
2018-02-09,3,6.0,584.01,13.899270338171414,169.83121003860336
2018-02-10,0,,,,
2018-02-11,1,5.5,631.16,13.05,0.0
2018-02-12,0,,,,
2018-02-13,2,4.6,511.755,11.932474080687586,0.0
2018-02-14,0,,,,
2018-02-15,0,,,,
2018-02-16,1,4.8,348.76,12.0,0.0
2018-02-17,0,,,,
2018-02-18,0,,,,
2018-02-19,0,,,,
2018-02-20,1,4.5,538.8,11.55,0.0
2018-02-21,0,,,,
2018-02-22,0,,,,
2018-02-23,0,,,,
2018-02-24,2,4.9,566.88,12.281879480002065,0.0
2018-02-25,1,4.6,592.89,11.7,0.0
2018-02-26,0,,,,
2018-02-27,0,,,,
2018-02-28,1,4.5,303.36,11.55,0.0
2018-03-01,0,,,,
2018-03-02,2,5.4,465.815,12.937077764450722,0.0
2018-03-03,0,,,,
2018-03-04,0,,,,
2018-03-05,2,4.7,609.06,12.026434862436489,0.0
2018-03-06,2,4.5,378.095,11.851029995663982,0.0
2018-03-07,1,4.6,512.86,11.7,0.0
2018-03-08,0,,,,
2018-03-09,1,5.7,540.34,13.35,0.0
2018-03-10,1,4.5,552.98,11.55,0.0
2018-03-11,0,,,,
2018-03-12,1,4.5,492.92,11.55,0.0
2018-03-13,0,,,,
2018-03-14,1,4.7,566.55,11.85,0.0
2018-03-15,1,4.5,590.04,11.55,0.0
2018-03-16,0,,,,
2018-03-17,2,4.9,536.42,12.326434862436486,0.0
2018-03-18,0,,,,
2018-03-19,0,,,,
2018-03-20,1,4.5,597.25,11.55,0.0
2018-03-21,0,,,,
2018-03-22,0,,,,
2018-03-23,2,4.7,526.23,12.082474080687588,0.0
2018-03-24,1,4.6,593.75,11.7,0.0
2018-03-25,3,5.6,533.8766666666667,13.222844726348296,5260.128765891371
2018-03-26,0,,,,
2018-03-27,1,4.7,644.68,11.85,0.0
2018-03-28,1,4.7,536.88,11.85,0.0
2018-03-29,0,,,,
2018-03-30,1,4.6,456.23,11.7,0.0
2018-03-31,1,4.5,497.71,11.55,0.0
2018-04-01,0,,,,
2018-04-02,4,6.8,564.3325,15.001236525766831,9.24734753561721
2018-04-03,2,4.6,545.645,11.932474080687586,0.0
2018-04-04,1,4.5,543.83,11.55,0.0
2018-04-05,2,5.8,443.495,13.506829128312454,0.0
2018-04-06,0,,,,
2018-04-07,1,4.6,579.75,11.7,0.0
2018-04-08,2,4.6,521.985,11.932474080687586,0.0
2018-04-09,0,,,,
2018-04-10,0,,,,
2018-04-11,2,4.7,571.27,12.151029995663984,0.0
2018-04-12,1,4.7,618.21,11.85,0.0
2018-04-13,2,4.5,509.69,11.851029995663982,0.0
2018-04-14,0,,,,
2018-04-15,1,4.6,528.86,11.7,0.0
2018-04-16,3,4.7,478.8866666666667,12.151545298844896,96.2578076386599
2018-04-17,1,4.7,344.59,11.85,0.0
2018-04-18,0,,,,
2018-04-19,0,,,,
2018-04-20,1,4.6,515.91,11.7,0.0
2018-04-21,1,4.8,334.9,12.0,0.0
2018-04-22,0,,,,
2018-04-23,2,5.5,586.98,13.063520922108038,0.0
2018-04-24,1,5.5,531.08,13.05,0.0
2018-04-25,4,4.8,422.5125,12.464948161375172,2850.4508732157296
2018-04-26,1,5.0,360.63,12.3,0.0
2018-04-27,0,,,,
2018-04-28,0,,,,
2018-04-29,1,4.5,489.72,11.55,0.0
2018-04-30,0,,,,
2018-05-01,2,5.9,569.735,13.659615408440144,0.0
2018-05-02,0,,,,
2018-05-03,1,4.5,314.61,11.55,0.0
2018-05-04,0,,,,
2018-05-05,0,,,,
2018-05-06,0,,,,
2018-05-07,0,,,,
2018-05-08,1,4.6,534.96,11.7,0.0
2018-05-09,0,,,,
2018-05-10,3,5.9,565.9133333333333,13.69335206932317,3170.37922371636
2018-05-11,1,4.8,546.31,12.0,0.0
2018-05-12,0,,,,
2018-05-13,3,4.7,578.7933333333334,12.327121254719664,2801.102687857316
2018-05-14,1,4.5,526.31,11.55,0.0
2018-05-15,1,4.6,479.83,11.7,0.0
2018-05-16,1,4.5,490.26,11.55,0.0
2018-05-17,0,,,,
2018-05-18,0,,,,
2018-05-19,0,,,,
2018-05-20,1,4.5,585.67,11.55,0.0
2018-05-21,0,,,,
2018-05-22,2,4.5,527.5,11.851029995663982,0.0
2018-05-23,0,,,,
2018-05-24,1,5.4,473.12,12.900000000000002,0.0
2018-05-25,1,4.5,533.74,11.55,0.0
2018-05-26,1,4.6,537.94,11.7,0.0
2018-05-27,0,,,,
2018-05-28,0,,,,
2018-05-29,0,,,,
2018-05-30,0,,,,
2018-05-31,3,4.6,506.5966666666666,12.083077438168312,330.4687973827273
2018-06-01,2,5.3,452.345,12.776572375596103,0.0
2018-06-02,3,4.9,457.9533333333334,12.442064236471372,2928.7426710604427
2018-06-03,0,,,,
2018-06-04,1,5.3,631.32,12.75,0.0
2018-06-05,0,,,,
2018-06-06,1,4.7,346.95,11.85,0.0
2018-06-07,1,4.6,496.24,11.7,0.0
2018-06-08,1,4.5,342.59,11.55,0.0
2018-06-09,0,,,,
2018-06-10,1,4.8,603.52,12.0,0.0
2018-06-11,0,,,,
2018-06-12,0,,,,
2018-06-13,1,4.6,549.05,11.7,0.0
2018-06-14,0,,,,
2018-06-15,1,4.8,539.45,12.0,0.0
2018-06-16,1,4.6,409.03,11.7,0.0
2018-06-17,2,5.4,574.25,13.076434862436487,0.0
2018-06-18,1,4.5,574.44,11.55,0.0
2018-06-19,2,4.6,553.2049999999999,11.932474080687586,0.0
2018-06-20,1,4.6,495.02,11.7,0.0
2018-06-21,0,,,,
2018-06-22,1,5.3,640.05,12.75,0.0
2018-06-23,1,4.9,327.98,12.15,0.0
2018-06-24,3,4.5,584.26,12.027121254719663,102.12448160722842
2018-06-25,2,4.7,544.76,12.026434862436489,0.0
2018-06-26,0,,,,
2018-06-27,1,4.7,514.17,11.85,0.0
2018-06-28,0,,,,
2018-06-29,3,4.7,543.1233333333333,12.233077438168312,114.5309057180555
2018-06-30,1,4.5,328.66,11.55,0.0
2018-07-01,2,5.6,495.565,13.251496942025229,0.0
2018-07-02,3,5.0,557.03,12.455037268934529,244.4266666955984
2018-07-03,2,4.7,563.7950000000001,12.082474080687588,0.0
2018-07-04,0,,,,
2018-07-05,1,4.5,533.91,11.55,0.0
2018-07-06,0,,,,
2018-07-07,1,4.6,483.47,11.7,0.0
2018-07-08,1,4.5,523.36,11.55,0.0
2018-07-09,0,,,,
2018-07-10,0,,,,
2018-07-11,2,4.7,487.655,12.026434862436489,0.0
2018-07-12,1,5.5,541.3,13.05,0.0
2018-07-13,1,4.5,622.24,11.55,0.0
2018-07-14,1,4.7,321.61,11.85,0.0
2018-07-15,2,5.2,491.455,12.63707776445072,0.0
2018-07-16,0,,,,
2018-07-17,2,4.7,542.94,12.026434862436489,0.0
2018-07-18,1,4.6,532.51,11.7,0.0
2018-07-19,1,4.5,529.73,11.55,0.0
2018-07-20,1,5.6,579.0,13.2,0.0
2018-07-21,0,,,,
2018-07-22,0,,,,
2018-07-23,1,4.5,301.51,11.55,0.0
2018-07-24,0,,,,
2018-07-25,0,,,,
2018-07-26,0,,,,
2018-07-27,0,,,,
2018-07-28,2,6.0,569.49,13.804845729795275,0.0
2018-07-29,0,,,,
2018-07-30,1,4.7,509.16,11.85,0.0
2018-07-31,0,,,,
2018-08-01,0,,,,
2018-08-02,1,4.5,327.74,11.55,0.0
2018-08-03,1,4.6,494.33,11.7,0.0
2018-08-04,1,4.7,616.18,11.85,0.0
2018-08-05,1,4.5,482.24,11.55,0.0
2018-08-06,2,4.5,562.485,11.851029995663982,0.0
2018-08-07,3,4.6,558.1966666666666,12.083077438168312,89.40481492338623
2018-08-08,3,4.9,483.91333333333336,12.326779009088495,288.0143033108927
2018-08-09,0,,,,
2018-08-10,0,,,,
2018-08-11,2,4.6,414.725,11.932474080687586,0.0
2018-08-12,0,,,,
2018-08-13,1,4.5,533.17,11.55,0.0
2018-08-14,2,4.5,476.3,11.851029995663982,0.0
2018-08-15,1,4.5,563.88,11.55,0.0
2018-08-16,0,,,,
2018-08-17,1,6.5,529.0,14.55,0.0
2018-08-18,1,4.6,618.41,11.7,0.0
2018-08-19,80,8.2,564.705875,17.10215705527001,126.48213895105256
2018-08-20,15,5.5,541.872,13.282852356867712,284.42765989775984
2018-08-21,6,5.0,526.4516666666667,12.709253089776084,34.772384258141656
2018-08-22,2,4.8,568.415,12.131879480002064,0.0
2018-08-23,3,5.1,575.9566666666666,12.565184488590845,14.433501053980956
2018-08-24,2,7.1,593.755,15.450054670994684,0.0
2018-08-25,1,4.5,564.83,11.55,0.0
2018-08-26,2,4.5,607.0450000000001,11.851029995663982,0.0
2018-08-27,6,4.7,563.26,12.443225490863863,421.2413626516391
2018-08-28,2,5.7,600.105,13.356829128312455,0.0
2018-08-29,3,4.7,553.97,12.151545298844896,141.06566169435612
2018-08-30,1,4.6,563.15,11.7,0.0
2018-08-31,0,,,,
2018-09-01,2,5.6,382.575,13.209615408440142,0.0
2018-09-02,0,,,,
2018-09-03,0,,,,
2018-09-04,0,,,,
2018-09-05,2,4.8,556.255,12.232474080687586,0.0
2018-09-06,32,7.9,617.8865625,16.65087428920779,348.17307845461823
2018-09-07,1,5.3,603.21,12.75,0.0
2018-09-08,1,4.5,411.16,11.55,0.0
2018-09-09,4,5.5,476.9875,13.089361893534637,456.2920747973723
2018-09-10,2,5.1,592.1800000000001,12.501496942025229,0.0
2018-09-11,3,4.5,484.6133333333333,12.027121254719663,3664.6466012215024
2018-09-12,0,,,,
2018-09-13,0,,,,
2018-09-14,1,4.8,488.84,12.0,0.0
2018-09-15,1,4.9,495.97,12.15,0.0
2018-09-16,5,6.5,533.038,14.56130922750553,370.6855750781161
2018-09-17,4,5.0,569.565,12.533115276445557,3366.684968172018
2018-09-18,1,5.5,516.25,13.05,0.0
2018-09-19,0,,,,
2018-09-20,1,4.5,371.61,11.55,0.0
2018-09-21,2,5.9,645.495,13.826434862436487,0.0
2018-09-22,0,,,,
2018-09-23,2,4.7,574.605,12.082474080687588,0.0
2018-09-24,2,4.5,559.535,11.851029995663982,0.0
2018-09-25,1,4.6,552.66,11.7,0.0
2018-09-26,2,5.8,540.6700000000001,13.518978441047734,0.0
2018-09-27,1,5.4,545.77,12.900000000000002,0.0
2018-09-28,1,4.5,655.81,11.55,0.0
2018-09-29,0,,,,
2018-09-30,1,6.7,550.0,14.85,0.0
2018-10-01,1,4.5,536.94,11.55,0.0
2018-10-02,3,4.8,552.79,12.268578117629064,94.96421113421626
2018-10-03,1,4.5,551.99,11.55,0.0
2018-10-04,2,5.5,570.0999999999999,13.068978441047737,0.0
2018-10-05,1,4.5,375.9,11.55,0.0
2018-10-06,1,4.5,509.88,11.55,0.0
2018-10-07,2,5.6,407.92,13.218978441047732,0.0
2018-10-08,0,,,,
2018-10-09,3,4.9,567.9566666666666,12.39362726604562,3107.141529143098
2018-10-10,1,4.6,580.74,11.7,0.0
2018-10-11,0,,,,
2018-10-12,4,5.1,551.39,12.605218495813205,3504.03706767969
2018-10-13,2,6.7,482.34,14.850217608323264,0.0
2018-10-14,1,4.5,559.14,11.55,0.0
2018-10-15,4,4.9,467.1225,12.442436713940324,4000.532063422389
2018-10-16,2,4.6,593.12,11.932474080687586,0.0
2018-10-17,1,4.6,533.58,11.7,0.0
2018-10-18,0,,,,
2018-10-19,1,5.3,479.47,12.75,0.0
2018-10-20,1,5.6,358.83,13.2,0.0
2018-10-21,2,4.7,598.315,12.151029995663984,0.0
2018-10-22,1,4.6,587.37,11.7,0.0
2018-10-23,2,4.7,525.5350000000001,12.026434862436489,0.0
2018-10-24,1,4.6,526.09,11.7,0.0
2018-10-25,3,4.7,502.2266666666667,12.151545298844896,2505.274658428439
2018-10-26,2,4.9,485.745,12.247322793708696,0.0
2018-10-27,1,4.9,553.39,12.15,0.0
2018-10-28,2,4.7,514.76,12.082474080687588,0.0
2018-10-29,0,,,,
2018-10-30,1,4.5,607.08,11.55,0.0
2018-10-31,1,4.5,515.73,11.55,0.0
2018-11-01,1,4.5,504.09,11.55,0.0
2018-11-02,3,6.0,396.0033333333333,13.805852331793355,3016.480889228358
2018-11-03,3,4.7,483.2966666666666,12.248146203320893,63.84431577116553
2018-11-04,2,6.0,572.355,13.802435376181217,0.0
2018-11-05,1,4.5,599.5,11.55,0.0
2018-11-06,2,4.7,507.545,12.026434862436489,0.0
2018-11-07,1,4.5,540.86,11.55,0.0
2018-11-08,2,5.0,550.645,12.371081852649532,0.0
2018-11-09,2,4.7,449.725,12.026434862436489,0.0
2018-11-10,1,4.9,556.48,12.15,0.0
2018-11-11,0,,,,
2018-11-12,0,,,,
2018-11-13,0,,,,
2018-11-14,1,4.6,513.82,11.7,0.0
2018-11-15,2,4.6,543.205,11.932474080687586,0.0
2018-11-16,0,,,,
2018-11-17,0,,,,
2018-11-18,1,6.8,540.0,15.0,0.0
2018-11-19,1,4.5,517.96,11.55,0.0
2018-11-20,0,,,,
2018-11-21,1,4.6,409.93,11.7,0.0
2018-11-22,1,5.0,532.19,12.3,0.0
2018-11-23,1,4.5,470.25,11.55,0.0
2018-11-24,0,,,,
2018-11-25,0,,,,
2018-11-26,0,,,,
2018-11-27,4,5.7,552.235,13.372875664210495,202.6134191652324
2018-11-28,0,,,,
2018-11-29,0,,,,
2018-11-30,2,4.9,465.49,12.281879480002065,0.0
2018-12-01,2,5.0,527.88,12.431879480002063,0.0
2018-12-02,1,4.7,523.96,11.85,0.0
2018-12-03,1,4.5,447.1,11.55,0.0
2018-12-04,2,4.8,494.84,12.232474080687586,0.0
2018-12-05,6,5.1,507.6333333333334,12.742755301313723,1422.6062157778556
2018-12-06,3,4.9,423.2433333333333,12.326779009088495,2693.9172964752133
2018-12-07,1,4.5,483.17,11.55,0.0
2018-12-08,0,,,,
2018-12-09,3,4.9,475.61,12.464448527210145,3376.6069775574933
2018-12-10,0,,,,
2018-12-11,0,,,,
2018-12-12,1,4.5,309.15,11.55,0.0
2018-12-13,1,4.5,564.71,11.55,0.0
2018-12-14,2,5.1,503.175,12.581879480002062,0.0
2018-12-15,0,,,,
2018-12-16,2,4.5,584.2149999999999,11.851029995663982,0.0
2018-12-17,2,4.8,511.58,12.176434862436484,0.0
2018-12-18,2,4.8,566.1949999999999,12.131879480002064,0.0
2018-12-19,1,4.5,577.8,11.55,0.0
2018-12-20,3,4.9,626.81,12.326779009088495,719.0606658061841
2018-12-21,4,5.0,515.3975,12.55135345702542,1718.8175329141209
2018-12-22,0,,,,
2018-12-23,1,4.5,589.05,11.55,0.0
2018-12-24,0,,,,
2018-12-25,1,4.5,515.56,11.55,0.0
2018-12-26,0,,,,
2018-12-27,0,,,,
2018-12-28,2,4.8,543.8199999999999,12.176434862436484,0.0
2018-12-29,0,,,,
2018-12-30,2,4.7,484.135,12.026434862436489,0.0
2018-12-31,2,4.7,530.825,12.026434862436489,0.0
2019-01-01,2,4.7,545.2049999999999,12.026434862436489,0.0
2019-01-02,0,,,,
2019-01-03,0,,,,
2019-01-04,0,,,,
2019-01-05,2,6.8,502.345,15.000613024402975,0.0
2019-01-06,2,5.2,455.875,12.63707776445072,0.0
2019-01-07,0,,,,
2019-01-08,1,4.5,547.76,11.55,0.0
2019-01-09,2,4.7,511.48,12.082474080687588,0.0
2019-01-10,1,4.7,368.42,11.85,0.0
2019-01-11,1,4.7,539.93,11.85,0.0
2019-01-12,2,4.9,577.53,12.326434862436486,0.0
2019-01-13,2,4.5,496.98,11.851029995663982,0.0
2019-01-14,0,,,,
2019-01-15,1,4.5,585.01,11.55,0.0
2019-01-16,0,,,,
2019-01-17,2,4.7,568.42,12.026434862436489,0.0
2019-01-18,0,,,,
2019-01-19,1,4.5,601.76,11.55,0.0
2019-01-20,0,,,,
2019-01-21,0,,,,
2019-01-22,2,4.6,525.435,11.932474080687586,0.0
2019-01-23,0,,,,
2019-01-24,3,4.6,460.18,12.132639965117058,63.74867779043882
2019-01-25,2,4.5,563.4,11.851029995663982,0.0
2019-01-26,4,6.2,517.7375,14.411815668936578,1469.821315608318
2019-01-27,5,5.8,564.1279999999999,13.533857473205275,2594.6149754727894
2019-01-28,2,5.5,601.95,13.063520922108038,0.0
2019-01-29,2,4.5,493.605,11.851029995663982,0.0
2019-01-30,1,4.7,457.27,11.85,0.0
2019-01-31,4,5.5,531.44,13.101670004090666,326.93833530570936
2019-02-01,2,4.8,550.355,12.131879480002064,0.0
2019-02-02,1,4.6,353.3,11.7,0.0
2019-02-03,0,,,,
2019-02-04,2,4.6,576.7,12.00102999566398,0.0
2019-02-05,0,,,,
2019-02-06,0,,,,
2019-02-07,0,,,,
2019-02-08,1,4.5,548.15,11.55,0.0
2019-02-09,2,4.9,456.335,12.451029995663982,0.0
2019-02-10,2,4.5,579.09,11.851029995663982,0.0
2019-02-11,0,,,,
2019-02-12,0,,,,
2019-02-13,0,,,,
2019-02-14,2,4.5,431.9,11.851029995663982,0.0
2019-02-15,3,4.8,524.1166666666667,12.268578117629064,154.7902556052453
2019-02-16,0,,,,
2019-02-17,4,6.4,529.495,14.403802799174958,1541.926529463136
2019-02-18,3,4.6,511.2033333333334,12.083077438168312,3425.348396331973
2019-02-19,1,4.5,496.48,11.55,0.0
2019-02-20,0,,,,
2019-02-21,1,5.5,614.79,13.05,0.0
2019-02-22,0,,,,
2019-02-23,0,,,,
2019-02-24,0,,,,
2019-02-25,0,,,,
2019-02-26,0,,,,
2019-02-27,1,4.9,587.77,12.15,0.0
2019-02-28,1,4.5,657.62,11.55,0.0
2019-03-01,4,5.5,490.695,13.13739753157826,4838.848865202903
2019-03-02,1,4.5,590.66,11.55,0.0
2019-03-03,0,,,,
2019-03-04,0,,,,
2019-03-05,1,4.5,491.75,11.55,0.0
2019-03-06,0,,,,
2019-03-07,0,,,,
2019-03-08,0,,,,
2019-03-09,1,4.5,385.73,11.55,0.0
2019-03-10,4,6.2,474.2325,14.109242613108352,249.0658444323872
2019-03-11,1,4.6,488.56,11.7,0.0
2019-03-12,2,4.8,581.235,12.30102999566398,0.0
2019-03-13,1,4.5,618.6,11.55,0.0
2019-03-14,0,,,,
2019-03-15,2,6.3,479.425,14.250865668082794,0.0
2019-03-16,0,,,,
2019-03-17,2,4.7,522.14,12.026434862436489,0.0
2019-03-18,0,,,,
2019-03-19,0,,,,
2019-03-20,2,4.7,529.97,12.026434862436489,0.0
2019-03-21,1,4.5,589.78,11.55,0.0
2019-03-22,1,4.5,534.83,11.55,0.0
2019-03-23,4,4.7,527.8675,12.327464858100468,5042.618375212944
2019-03-24,1,4.5,560.69,11.55,0.0
2019-03-25,1,4.5,515.72,11.55,0.0
2019-03-26,0,,,,
2019-03-27,0,,,,
2019-03-28,3,4.8,509.1666666666667,12.344221866731145,3721.1019283457968
2019-03-29,1,4.6,537.93,11.7,0.0
2019-03-30,1,4.8,616.95,12.0,0.0
2019-03-31,1,4.7,577.99,11.85,0.0
2019-04-01,1,4.9,352.63,12.15,0.0
2019-04-02,2,4.7,543.985,12.026434862436489,0.0
2019-04-03,1,4.7,596.0,11.85,0.0
2019-04-04,0,,,,
2019-04-05,2,5.9,481.425,13.653436094751733,0.0
2019-04-06,3,6.3,555.5966666666667,14.253296208270772,2987.0563593811603
2019-04-07,1,4.5,538.84,11.55,0.0
2019-04-08,0,,,,
2019-04-09,0,,,,
2019-04-10,0,,,,
2019-04-11,0,,,,
2019-04-12,2,4.6,579.775,12.00102999566398,0.0
2019-04-13,0,,,,
2019-04-14,1,4.5,577.45,11.55,0.0
2019-04-15,0,,,,
2019-04-16,4,5.0,582.125,12.585603170284717,4808.843142863461
2019-04-17,1,5.0,341.3,12.3,0.0
2019-04-18,0,,,,
2019-04-19,2,4.9,458.73,12.281879480002065,0.0
2019-04-20,3,4.9,503.1066666666666,12.582639965117057,1299.7342927344184
2019-04-21,2,4.8,584.1800000000001,12.176434862436484,0.0
2019-04-22,3,4.9,509.53333333333336,12.326779009088495,3860.787924432656
2019-04-23,3,6.0,492.6366666666667,13.805852331793355,55.35731476415925
2019-04-24,1,5.0,441.63,12.3,0.0
2019-04-25,0,,,,
2019-04-26,1,4.6,524.09,11.7,0.0
2019-04-27,0,,,,
2019-04-28,0,,,,
2019-04-29,1,4.5,313.28,11.55,0.0
2019-04-30,1,4.8,532.42,12.0,0.0
2019-05-01,1,4.6,337.23,11.7,0.0
2019-05-02,2,4.6,559.7,11.932474080687586,0.0
2019-05-03,1,4.6,608.03,11.7,0.0
2019-05-04,1,5.7,327.0,13.35,0.0
2019-05-05,1,5.0,315.56,12.3,0.0
2019-05-06,1,4.8,495.42,12.0,0.0
2019-05-07,1,4.7,514.31,11.85,0.0
2019-05-08,1,4.7,566.8,11.85,0.0
2019-05-09,2,4.6,488.57,11.932474080687586,0.0
2019-05-10,2,4.6,523.895,11.932474080687586,0.0
2019-05-11,1,4.5,366.72,11.55,0.0
2019-05-12,2,4.6,526.72,12.00102999566398,0.0
2019-05-13,2,4.7,457.34,12.026434862436489,0.0
2019-05-14,1,4.5,538.76,11.55,0.0
2019-05-15,0,,,,
2019-05-16,0,,,,
2019-05-17,1,4.5,446.81,11.55,0.0
2019-05-18,1,4.5,603.84,11.55,0.0
2019-05-19,2,4.7,467.72,12.082474080687588,0.0
2019-05-20,0,,,,
2019-05-21,0,,,,
2019-05-22,1,4.6,490.74,11.7,0.0
2019-05-23,0,,,,
2019-05-24,0,,,,
2019-05-25,0,,,,
2019-05-26,2,4.6,548.77,12.00102999566398,0.0
2019-05-27,1,4.9,580.84,12.15,0.0
2019-05-28,1,4.5,563.88,11.55,0.0
2019-05-29,0,,,,
2019-05-30,0,,,,
2019-05-31,2,5.4,587.26,12.918978441047736,0.0
2019-06-01,1,4.5,546.37,11.55,0.0
2019-06-02,1,4.5,542.55,11.55,0.0
2019-06-03,3,4.8,495.0633333333333,12.268578117629064,3095.321227606877
2019-06-04,1,6.4,422.0,14.400000000000002,0.0
2019-06-05,1,5.5,470.06,13.05,0.0
2019-06-06,2,4.5,602.3499999999999,11.851029995663982,0.0
2019-06-07,0,,,,
2019-06-08,2,4.7,554.88,12.026434862436489,0.0
2019-06-09,0,,,,
2019-06-10,0,,,,
2019-06-11,1,4.5,470.8,11.55,0.0
2019-06-12,0,,,,
2019-06-13,0,,,,
2019-06-14,2,4.9,500.315,12.281879480002065,0.0
2019-06-15,1,4.8,515.02,12.0,0.0
2019-06-16,0,,,,
2019-06-17,0,,,,
2019-06-18,2,5.5,582.87,13.063520922108038,0.0
2019-06-19,1,4.5,554.11,11.55,0.0
2019-06-20,3,5.1,531.5766666666667,12.71336104485056,2756.3687987081853
2019-06-21,1,4.5,595.22,11.55,0.0
2019-06-22,1,4.7,587.63,11.85,0.0
2019-06-23,1,4.9,500.26,12.15,0.0
2019-06-24,3,4.9,596.6733333333333,12.464448527210145,3553.4381272663827
2019-06-25,0,,,,
2019-06-26,0,,,,
2019-06-27,3,4.8,547.8733333333333,12.268578117629064,2966.734756420611
2019-06-28,1,6.4,410.0,14.400000000000002,0.0
2019-06-29,0,,,,
2019-06-30,1,4.5,326.24,11.55,0.0
2019-07-01,1,5.9,533.0,13.650000000000002,0.0
2019-07-02,0,,,,
2019-07-03,3,5.8,566.02,13.509637988432862,81.28328524356638
2019-07-04,0,,,,
