date,eq_count,max_magnitude,mean_depth_km,energy_log10,dispersion_km
2019-07-05,1,4.5,487.28,11.55,0.0
2019-07-06,0,,,,
2019-07-07,3,5.2,521.1333333333333,12.892064236471372,6.230530245484739
2019-07-08,0,,,,
2019-07-09,2,5.5,454.445,13.063520922108038,0.0
2019-07-10,1,4.7,517.58,11.85,0.0
2019-07-11,2,6.0,501.725,13.80343609475173,0.0
2019-07-12,0,,,,
2019-07-13,0,,,,
2019-07-14,3,4.6,544.9433333333333,12.083077438168312,113.0526737207029
2019-07-15,1,4.5,391.84,11.55,0.0
2019-07-16,1,4.5,530.13,11.55,0.0
2019-07-17,2,4.7,562.06,12.082474080687588,0.0
2019-07-18,0,,,,
2019-07-19,2,4.5,447.0700000000001,11.851029995663982,0.0
2019-07-20,1,4.5,581.26,11.55,0.0
2019-07-21,2,4.6,426.31,12.00102999566398,0.0
2019-07-22,0,,,,
2019-07-23,0,,,,
2019-07-24,0,,,,
2019-07-25,1,4.7,531.33,11.85,0.0
2019-07-26,1,4.9,578.11,12.15,0.0
2019-07-27,3,6.3,400.4533333333334,14.25365083727766,3222.9420606918347
2019-07-28,0,,,,
2019-07-29,0,,,,
2019-07-30,1,5.2,606.72,12.6,0.0
2019-07-31,1,4.7,316.84,11.85,0.0
2019-08-01,1,4.5,625.95,11.55,0.0
2019-08-02,0,,,,
2019-08-03,1,4.5,667.39,11.55,0.0
2019-08-04,0,,,,
2019-08-05,2,4.8,532.775,12.232474080687586,0.0
2019-08-06,0,,,,
2019-08-07,2,4.7,482.03,12.026434862436489,0.0
2019-08-08,1,4.5,510.09,11.55,0.0
2019-08-09,1,4.7,516.93,11.85,0.0
2019-08-10,1,4.6,567.27,11.7,0.0
2019-08-11,1,4.5,532.02,11.55,0.0
2019-08-12,1,4.7,480.36,11.85,0.0
2019-08-13,1,4.5,540.22,11.55,0.0
2019-08-14,0,,,,
2019-08-15,0,,,,
2019-08-16,2,4.6,445.91,11.932474080687586,0.0
2019-08-17,1,4.6,599.55,11.7,0.0
2019-08-18,1,4.6,564.07,11.7,0.0
2019-08-19,0,,,,
2019-08-20,1,4.5,600.28,11.55,0.0
2019-08-21,0,,,,
2019-08-22,2,5.5,527.9300000000001,13.08707776445072,0.0
2019-08-23,2,4.5,575.8699999999999,11.851029995663982,0.0
2019-08-24,0,,,,
2019-08-25,0,,,,
2019-08-26,0,,,,
2019-08-27,2,4.6,518.955,11.932474080687586,0.0
2019-08-28,0,,,,
2019-08-29,0,,,,
2019-08-30,0,,,,
2019-08-31,0,,,,
2019-09-01,2,6.6,595.53,14.70043407747932,0.0
2019-09-02,0,,,,
2019-09-03,0,,,,
2019-09-04,1,4.7,592.69,11.85,0.0
2019-09-05,0,,,,
2019-09-06,0,,,,
2019-09-07,1,4.5,510.41,11.55,0.0
2019-09-08,2,5.1,481.205,12.521081852649532,0.0
2019-09-09,0,,,,
2019-09-10,0,,,,
2019-09-11,3,5.6,562.2366666666667,13.245914274997643,252.2110039186211
2019-09-12,1,4.7,585.11,11.85,0.0
2019-09-13,0,,,,
2019-09-14,0,,,,
2019-09-15,1,4.5,644.67,11.55,0.0
2019-09-16,2,4.6,560.875,11.932474080687586,0.0
2019-09-17,1,4.9,399.82,12.15,0.0
2019-09-18,1,4.6,534.25,11.7,0.0
2019-09-19,5,6.1,593.078,14.177109243398066,3581.366179510336
2019-09-20,0,,,,
2019-09-21,0,,,,
2019-09-22,2,4.7,526.965,12.026434862436489,0.0
2019-09-23,0,,,,
2019-09-24,1,5.3,523.0,12.75,0.0
2019-09-25,3,4.9,565.3333333333334,12.464448527210145,2751.5382944809007
2019-09-26,0,,,,
2019-09-27,2,4.6,581.13,11.932474080687586,0.0
2019-09-28,0,,,,
2019-09-29,0,,,,
2019-09-30,3,5.0,508.6266666666666,12.532901311711838,3820.0322527379385
2019-10-01,0,,,,
2019-10-02,0,,,,
2019-10-03,1,4.5,560.66,11.55,0.0
2019-10-04,0,,,,
2019-10-05,1,4.7,571.71,11.85,0.0
2019-10-06,0,,,,
2019-10-07,1,4.5,591.84,11.55,0.0
2019-10-08,0,,,,
2019-10-09,2,4.7,485.245,12.082474080687588,0.0
2019-10-10,0,,,,
2019-10-11,1,4.7,482.83,11.85,0.0
2019-10-12,0,,,,
2019-10-13,1,4.6,606.55,11.7,0.0
2019-10-14,1,4.5,512.84,11.55,0.0
2019-10-15,1,4.5,562.78,11.55,0.0
2019-10-16,0,,,,
2019-10-17,0,,,,
2019-10-18,2,5.3,523.69,12.78707776445072,0.0
2019-10-19,0,,,,
2019-10-20,0,,,,
2019-10-21,1,5.3,610.38,12.75,0.0
2019-10-22,0,,,,
2019-10-23,0,,,,
2019-10-24,3,5.2,512.54,12.702760516148048,44.02583583890507
2019-10-25,1,4.8,547.74,12.0,0.0
2019-10-26,1,4.8,609.63,12.0,0.0
2019-10-27,1,4.5,523.15,11.55,0.0
2019-10-28,1,4.6,536.14,11.7,0.0
2019-10-29,0,,,,
2019-10-30,1,4.6,407.07,11.7,0.0
2019-10-31,3,5.0,517.4066666666666,12.455037268934529,1227.8973124950946
2019-11-01,0,,,,
2019-11-02,1,4.5,304.67,11.55,0.0
2019-11-03,1,4.6,564.07,11.7,0.0
2019-11-04,0,,,,
2019-11-05,1,4.5,502.67,11.55,0.0
2019-11-06,0,,,,
2019-11-07,0,,,,
2019-11-08,3,6.5,482.1433333333334,14.552157882123424,2968.5500197656884
2019-11-09,0,,,,
2019-11-10,0,,,,
2019-11-11,0,,,,
2019-11-12,0,,,,
2019-11-13,3,4.6,513.4499999999999,12.132639965117058,2877.6695012971786
2019-11-14,2,4.6,567.705,11.932474080687586,0.0
2019-11-15,0,,,,
2019-11-16,0,,,,
2019-11-17,2,5.8,499.16,13.504845729795276,0.0
2019-11-18,0,,,,
2019-11-19,0,,,,
2019-11-20,2,6.3,551.89,14.253436094751727,0.0
2019-11-21,1,4.9,397.79,12.15,0.0
2019-11-22,0,,,,
2019-11-23,2,4.8,347.905,12.232474080687586,0.0
2019-11-24,0,,,,
2019-11-25,0,,,,
2019-11-26,0,,,,
2019-11-27,2,5.5,575.395,13.068978441047737,0.0
2019-11-28,0,,,,
2019-11-29,1,4.5,513.6,11.55,0.0
2019-11-30,1,5.5,614.01,13.05,0.0
2019-12-01,0,,,,
2019-12-02,0,,,,
2019-12-03,1,4.5,303.98,11.55,0.0
2019-12-04,1,4.5,388.35,11.55,0.0
2019-12-05,1,4.5,303.21,11.55,0.0
2019-12-06,0,,,,
2019-12-07,0,,,,
2019-12-08,0,,,,
2019-12-09,3,4.6,568.5966666666667,12.083077438168312,2475.0218071983068
2019-12-10,1,4.5,438.14,11.55,0.0
2019-12-11,1,4.5,583.98,11.55,0.0
2019-12-12,0,,,,
2019-12-13,1,4.5,525.23,11.55,0.0
2019-12-14,0,,,,
2019-12-15,0,,,,
2019-12-16,1,4.5,574.32,11.55,0.0
2019-12-17,1,5.0,540.71,12.3,0.0
2019-12-18,1,4.8,541.41,12.0,0.0
2019-12-19,3,5.6,574.1566666666666,13.261535721539037,153.09591273657122
2019-12-20,0,,,,
2019-12-21,1,4.5,436.6,11.55,0.0
2019-12-22,1,4.5,568.88,11.55,0.0
2019-12-23,1,4.7,602.05,11.85,0.0
2019-12-24,1,6.0,572.44,13.8,0.0
2019-12-25,0,,,,
2019-12-26,2,4.8,570.815,12.131879480002064,0.0
2019-12-27,1,4.5,566.28,11.55,0.0
2019-12-28,0,,,,
2019-12-29,2,4.5,492.32,11.851029995663982,0.0
2019-12-30,0,,,,
2019-12-31,1,4.6,525.99,11.7,0.0
2020-01-01,1,4.5,321.34,11.55,0.0
2020-01-02,1,4.5,577.59,11.55,0.0
2020-01-03,0,,,,
2020-01-04,2,5.1,420.32,12.501496942025229,0.0
2020-01-05,2,4.7,556.7750000000001,12.026434862436489,0.0
2020-01-06,0,,,,
2020-01-07,1,4.5,515.05,11.55,0.0
2020-01-08,1,4.6,617.29,11.7,0.0
2020-01-09,2,4.6,536.1850000000001,11.932474080687586,0.0
2020-01-10,0,,,,
2020-01-11,1,4.8,520.58,12.0,0.0
2020-01-12,2,4.8,385.165,12.131879480002064,0.0
2020-01-13,2,4.8,546.915,12.131879480002064,0.0
2020-01-14,0,,,,
2020-01-15,1,5.0,505.76,12.3,0.0
2020-01-16,0,,,,
2020-01-17,0,,,,
2020-01-18,1,4.7,533.74,11.85,0.0
2020-01-19,0,,,,
2020-01-20,1,4.5,586.15,11.55,0.0
2020-01-21,0,,,,
2020-01-22,3,4.7,533.1933333333333,12.151545298844896,5386.601228851911
2020-01-23,4,5.5,507.9575,13.1164810617975,5267.557594607971
2020-01-24,0,,,,
2020-01-25,0,,,,
2020-01-26,0,,,,
2020-01-27,0,,,,
2020-01-28,1,5.0,490.68,12.3,0.0
2020-01-29,0,,,,
2020-01-30,0,,,,
2020-01-31,2,5.7,521.65,13.356829128312455,0.0
2020-02-01,0,,,,
2020-02-02,4,4.9,474.075,12.418856494521572,3055.8167383889468
2020-02-03,1,4.7,621.29,11.85,0.0
2020-02-04,2,4.5,514.64,11.851029995663982,0.0
2020-02-05,2,6.2,592.505,14.10122228652714,0.0
2020-02-06,2,4.6,565.875,11.932474080687586,0.0
2020-02-07,2,4.6,586.3499999999999,11.932474080687586,0.0
2020-02-08,1,4.6,585.41,11.7,0.0
2020-02-09,3,5.5,542.92,13.076633575046277,1551.5310880309137
2020-02-10,3,4.6,533.5633333333334,12.132639965117058,168.31241315379913
2020-02-11,4,5.4,517.015,12.968504905728516,179.64351411827468
2020-02-12,1,5.1,552.01,12.45,0.0
2020-02-13,0,,,,
2020-02-14,0,,,,
2020-02-15,1,4.5,594.59,11.55,0.0
2020-02-16,1,4.5,406.77,11.55,0.0
2020-02-17,1,4.5,558.59,11.55,0.0
2020-02-18,1,4.7,405.65,11.85,0.0
2020-02-19,1,4.5,500.26,11.55,0.0
2020-02-20,0,,,,
2020-02-21,0,,,,
2020-02-22,0,,,,
2020-02-23,0,,,,
2020-02-24,1,4.6,470.91,11.7,0.0
2020-02-25,1,4.9,522.4,12.15,0.0
2020-02-26,1,4.6,596.37,11.7,0.0
2020-02-27,2,4.7,493.135,12.026434862436489,0.0
2020-02-28,1,4.5,445.18,11.55,0.0
2020-02-29,0,,,,
2020-03-01,3,4.9,466.9666666666666,12.355746090539691,3280.735974072425
2020-03-02,1,4.5,533.04,11.55,0.0
2020-03-03,0,,,,
2020-03-04,2,4.6,551.3299999999999,11.932474080687586,0.0
2020-03-05,0,,,,
2020-03-06,0,,,,
2020-03-07,0,,,,
2020-03-08,2,4.5,546.42,11.851029995663982,0.0
2020-03-09,1,4.8,529.41,12.0,0.0
2020-03-10,0,,,,
2020-03-11,0,,,,
2020-03-12,0,,,,
2020-03-13,1,4.6,543.85,11.7,0.0
2020-03-14,2,4.6,590.27,12.00102999566398,0.0
2020-03-15,3,4.9,429.2533333333333,12.326779009088495,1365.587306058148
2020-03-16,1,4.5,505.74,11.55,0.0
2020-03-17,1,4.5,526.41,11.55,0.0
2020-03-18,1,4.5,523.81,11.55,0.0
2020-03-19,0,,,,
2020-03-20,1,4.6,506.03,11.7,0.0
2020-03-21,0,,,,
2020-03-22,1,5.0,313.55,12.3,0.0
2020-03-23,3,5.5,500.6366666666666,13.290441550112089,1.079703302496582
2020-03-24,0,,,,
2020-03-25,0,,,,
2020-03-26,0,,,,
2020-03-27,1,5.2,597.13,12.6,0.0
2020-03-28,1,5.3,590.05,12.75,0.0
2020-03-29,0,,,,
2020-03-30,0,,,,
2020-03-31,0,,,,
2020-04-01,0,,,,
2020-04-02,1,5.2,408.54,12.6,0.0
2020-04-03,0,,,,
2020-04-04,0,,,,
2020-04-05,0,,,,
2020-04-06,0,,,,
2020-04-07,2,5.0,510.82,12.371081852649532,0.0
2020-04-08,1,5.5,422.0,13.05,0.0
2020-04-09,0,,,,
2020-04-10,0,,,,
2020-04-11,1,4.6,385.7,11.7,0.0
2020-04-12,0,,,,
2020-04-13,0,,,,
2020-04-14,0,,,,
2020-04-15,1,5.2,561.96,12.6,0.0
2020-04-16,1,4.6,513.96,11.7,0.0
2020-04-17,0,,,,
2020-04-18,2,6.6,463.345,14.718978441047732,0.0
2020-04-19,0,,,,
2020-04-20,0,,,,
2020-04-21,2,4.9,559.48,12.281879480002065,0.0
2020-04-22,1,4.6,473.67,11.7,0.0
2020-04-23,1,4.6,531.42,11.7,0.0
2020-04-24,1,4.8,495.38,12.0,0.0
2020-04-25,2,4.5,514.0450000000001,11.851029995663982,0.0
2020-04-26,1,4.8,616.85,12.0,0.0
2020-04-27,0,,,,
2020-04-28,0,,,,
2020-04-29,1,4.6,578.03,11.7,0.0
2020-04-30,1,4.6,538.15,11.7,0.0
2020-05-01,4,4.9,498.8725,12.39392209885129,266.6574263173133
2020-05-02,0,,,,
2020-05-03,1,4.6,517.81,11.7,0.0
2020-05-04,0,,,,
2020-05-05,0,,,,
2020-05-06,0,,,,
2020-05-07,1,6.1,471.17,13.95,0.0
2020-05-08,0,,,,
2020-05-09,0,,,,
2020-05-10,2,4.6,441.375,11.932474080687586,0.0
2020-05-11,2,4.5,409.3200000000001,11.851029995663982,0.0
2020-05-12,2,4.8,423.885,12.176434862436484,0.0
2020-05-13,0,,,,
2020-05-14,1,4.5,522.41,11.55,0.0
2020-05-15,2,5.1,464.05,12.581879480002062,0.0
2020-05-16,0,,,,
2020-05-17,1,5.4,459.12,12.900000000000002,0.0
2020-05-18,2,4.5,500.765,11.851029995663982,0.0
2020-05-19,2,4.6,550.385,11.932474080687586,0.0
2020-05-20,0,,,,
2020-05-21,2,4.6,525.315,11.932474080687586,0.0
2020-05-22,0,,,,
2020-05-23,1,4.8,354.08,12.0,0.0
2020-05-24,1,4.5,556.96,11.55,0.0
2020-05-25,1,4.5,539.27,11.55,0.0
2020-05-26,1,4.5,558.12,11.55,0.0
2020-05-27,1,4.6,561.57,11.7,0.0
2020-05-28,0,,,,
2020-05-29,1,5.0,594.75,12.3,0.0
2020-05-30,1,4.6,608.73,11.7,0.0
2020-05-31,1,4.5,527.17,11.55,0.0
2020-06-01,0,,,,
2020-06-02,0,,,,
2020-06-03,2,5.7,573.335,13.356829128312455,0.0
2020-06-04,0,,,,
2020-06-05,0,,,,
2020-06-06,1,5.0,576.29,12.3,0.0
2020-06-07,0,,,,
2020-06-08,1,4.9,530.0,12.15,0.0
2020-06-09,0,,,,
2020-06-10,1,5.9,541.31,13.650000000000002,0.0
2020-06-11,0,,,,
2020-06-12,0,,,,
2020-06-13,1,6.2,622.0,14.1,0.0
2020-06-14,1,4.6,555.36,11.7,0.0
2020-06-15,0,,,,
2020-06-16,0,,,,
2020-06-17,0,,,,
2020-06-18,1,4.9,610.69,12.15,0.0
2020-06-19,1,5.6,544.04,13.2,0.0
2020-06-20,2,4.5,527.27,11.851029995663982,0.0
2020-06-21,0,,,,
2020-06-22,0,,,,
2020-06-23,0,,,,
2020-06-24,0,,,,
2020-06-25,1,4.5,569.01,11.55,0.0
2020-06-26,1,4.5,422.54,11.55,0.0
2020-06-27,0,,,,
2020-06-28,2,4.7,585.935,12.026434862436489,0.0
2020-06-29,0,,,,
2020-06-30,2,4.9,596.5699999999999,12.247322793708696,0.0
2020-07-01,0,,,,
2020-07-02,0,,,,
2020-07-03,0,,,,
2020-07-04,0,,,,
2020-07-05,1,4.5,581.39,11.55,0.0
2020-07-06,4,6.6,485.78,14.719859084958143,2656.482017713645
2020-07-07,2,4.7,498.99,12.026434862436489,0.0
2020-07-08,1,4.8,585.26,12.0,0.0
2020-07-09,0,,,,
2020-07-10,0,,,,
2020-07-11,0,,,,
2020-07-12,1,4.5,525.17,11.55,0.0
2020-07-13,0,,,,
2020-07-14,1,5.7,584.48,13.35,0.0
2020-07-15,2,4.9,567.43,12.247322793708696,0.0
2020-07-16,2,5.1,476.53,12.501496942025229,0.0
2020-07-17,0,,,,
2020-07-18,1,4.6,605.76,11.7,0.0
2020-07-19,1,4.7,597.99,11.85,0.0
2020-07-20,0,,,,
2020-07-21,1,6.0,605.2,13.8,0.0
2020-07-22,0,,,,
2020-07-23,1,4.6,563.82,11.7,0.0
2020-07-24,1,4.8,586.53,12.0,0.0
2020-07-25,1,5.4,553.92,12.900000000000002,0.0
2020-07-26,0,,,,
2020-07-27,0,,,,
2020-07-28,1,4.9,529.3,12.15,0.0
2020-07-29,1,4.5,599.69,11.55,0.0
2020-07-30,0,,,,
2020-07-31,2,5.2,467.01,12.63707776445072,0.0
2020-08-01,2,6.4,523.64,14.402435376181218,0.0
2020-08-02,0,,,,
2020-08-03,2,4.5,549.5450000000001,11.851029995663982,0.0
2020-08-04,0,,,,
2020-08-05,3,4.6,601.3666666666667,12.177121254719662,581.6708267033523
2020-08-06,1,5.2,376.26,12.6,0.0
2020-08-07,2,4.5,546.02,11.851029995663982,0.0
2020-08-08,0,,,,
2020-08-09,0,,,,
2020-08-10,0,,,,
2020-08-11,0,,,,
2020-08-12,0,,,,
2020-08-13,0,,,,
2020-08-14,0,,,,
2020-08-15,0,,,,
2020-08-16,2,5.2,502.625,12.901029995663984,0.0
2020-08-17,1,5.1,583.53,12.45,0.0
2020-08-18,1,4.7,601.74,11.85,0.0
2020-08-19,1,4.7,432.92,11.85,0.0
2020-08-20,0,,,,
2020-08-21,2,6.9,628.425,15.15043407747932,0.0
2020-08-22,2,4.6,540.2449999999999,12.00102999566398,0.0
2020-08-23,0,,,,
2020-08-24,0,,,,
2020-08-25,2,4.6,400.0700000000001,11.932474080687586,0.0
2020-08-26,1,4.5,380.17,11.55,0.0
2020-08-27,1,4.9,308.76,12.15,0.0
2020-08-28,1,4.8,401.68,12.0,0.0
2020-08-29,1,4.5,543.46,11.55,0.0
2020-08-30,1,4.7,646.8,11.85,0.0
2020-08-31,1,4.5,308.16,11.55,0.0
2020-09-01,1,4.7,524.01,11.85,0.0
2020-09-02,1,4.9,571.69,12.15,0.0
2020-09-03,0,,,,
2020-09-04,0,,,,
2020-09-05,0,,,,
2020-09-06,0,,,,
2020-09-07,0,,,,
2020-09-08,1,4.7,468.39,11.85,0.0
2020-09-09,2,5.2,422.09,12.651496942025233,0.0
2020-09-10,1,4.5,486.05,11.55,0.0
2020-09-11,0,,,,
2020-09-12,1,5.6,559.66,13.2,0.0
2020-09-13,0,,,,
2020-09-14,2,4.6,529.83,11.932474080687586,0.0
2020-09-15,2,6.4,446.07,14.400613024402976,0.0
2020-09-16,1,4.5,425.39,11.55,0.0
2020-09-17,0,,,,
2020-09-18,0,,,,
2020-09-19,0,,,,
2020-09-20,0,,,,
2020-09-21,0,,,,
2020-09-22,0,,,,
2020-09-23,0,,,,
2020-09-24,1,4.5,517.89,11.55,0.0
2020-09-25,0,,,,
2020-09-26,0,,,,
2020-09-27,1,4.5,574.82,11.55,0.0
2020-09-28,0,,,,
2020-09-29,1,4.5,490.45,11.55,0.0
2020-09-30,0,,,,
2020-10-01,2,4.5,548.185,11.851029995663982,0.0
2020-10-02,0,,,,
2020-10-03,2,4.6,499.185,11.932474080687586,0.0
2020-10-04,1,4.6,565.52,11.7,0.0
2020-10-05,0,,,,
2020-10-06,2,5.9,639.3199999999999,13.654845729795278,0.0
2020-10-07,1,4.7,600.56,11.85,0.0
2020-10-08,1,5.0,523.65,12.3,0.0
2020-10-09,0,,,,
2020-10-10,0,,,,
2020-10-11,0,,,,
2020-10-12,1,5.1,411.43,12.45,0.0
2020-10-13,0,,,,
2020-10-14,0,,,,
2020-10-15,0,,,,
2020-10-16,1,4.6,539.09,11.7,0.0
2020-10-17,0,,,,
2020-10-18,2,4.6,491.38,11.932474080687586,0.0
2020-10-19,2,5.2,467.225,12.63707776445072,0.0
2020-10-20,0,,,,
2020-10-21,1,4.5,313.9,11.55,0.0
2020-10-22,0,,,,
2020-10-23,3,6.1,515.07,13.955852331793356,91.14538582379927
2020-10-24,1,4.7,591.36,11.85,0.0
2020-10-25,0,,,,
2020-10-26,0,,,,
2020-10-27,0,,,,
2020-10-28,1,4.7,523.98,11.85,0.0
2020-10-29,0,,,,
2020-10-30,2,5.3,546.6600000000001,12.982474080687586,0.0
2020-10-31,3,5.1,539.4733333333334,12.547529771719718,2822.9548636679287
2020-11-01,0,,,,
2020-11-02,0,,,,
2020-11-03,2,5.7,443.27,13.356829128312455,0.0
2020-11-04,1,4.6,599.29,11.7,0.0
2020-11-05,1,4.5,423.3,11.55,0.0
2020-11-06,0,,,,
2020-11-07,0,,,,
2020-11-08,0,,,,
2020-11-09,0,,,,
2020-11-10,0,,,,
2020-11-11,2,6.0,497.055,13.802435376181217,0.0
2020-11-12,2,5.1,568.2850000000001,12.521081852649532,0.0
2020-11-13,0,,,,
2020-11-14,2,4.6,461.635,12.00102999566398,0.0
2020-11-15,0,,,,
2020-11-16,0,,,,
2020-11-17,1,4.5,532.15,11.55,0.0
2020-11-18,1,5.1,366.31,12.45,0.0
2020-11-19,1,5.0,532.46,12.3,0.0
2020-11-20,0,,,,
2020-11-21,0,,,,
2020-11-22,2,4.6,475.37,11.932474080687586,0.0
2020-11-23,1,4.9,567.28,12.15,0.0
2020-11-24,1,4.5,438.01,11.55,0.0
2020-11-25,0,,,,
2020-11-26,0,,,,
2020-11-27,1,4.6,478.62,11.7,0.0
2020-11-28,0,,,,
2020-11-29,1,5.4,462.3,12.900000000000002,0.0
2020-11-30,4,6.4,441.36,14.402088416533491,2605.7256063170944
2020-12-01,0,,,,
2020-12-02,0,,,,
2020-12-03,0,,,,
2020-12-04,2,4.8,367.89,12.131879480002064,0.0
2020-12-05,0,,,,
2020-12-06,1,4.7,632.19,11.85,0.0
2020-12-07,2,5.4,610.7049999999999,12.951496942025232,0.0
2020-12-08,0,,,,
2020-12-09,0,,,,
2020-12-10,1,5.2,577.71,12.6,0.0
2020-12-11,2,4.7,530.66,12.082474080687588,0.0
2020-12-12,0,,,,
2020-12-13,0,,,,
2020-12-14,4,5.6,562.6475,13.244506015975327,94.831629720169
2020-12-15,1,4.6,522.73,11.7,0.0
2020-12-16,2,4.6,569.2149999999999,12.00102999566398,0.0
2020-12-17,1,4.5,544.09,11.55,0.0
2020-12-18,2,4.6,514.165,11.932474080687586,0.0
2020-12-19,1,4.6,490.4,11.7,0.0
2020-12-20,1,4.8,557.94,12.0,0.0
2020-12-21,1,4.9,450.79,12.15,0.0
2020-12-22,0,,,,
2020-12-23,1,4.5,550.97,11.55,0.0
2020-12-24,1,4.7,482.63,11.85,0.0
2020-12-25,0,,,,
2020-12-26,1,4.5,501.09,11.55,0.0
2020-12-27,1,4.6,540.95,11.7,0.0
2020-12-28,1,4.7,441.93,11.85,0.0
2020-12-29,0,,,,
2020-12-30,4,4.6,509.895,12.194688413660042,2723.4665648051155
2020-12-31,4,4.7,548.4775,12.28302061017408,290.84001344682804
2021-01-01,0,,,,
2021-01-02,1,4.5,552.92,11.55,0.0
2021-01-03,1,4.5,595.64,11.55,0.0
2021-01-04,1,4.5,486.24,11.55,0.0
2021-01-05,0,,,,
2021-01-06,1,5.0,537.32,12.3,0.0
2021-01-07,0,,,,
2021-01-08,2,5.2,471.545,12.776434862436489,0.0
2021-01-09,3,5.2,499.4666666666667,12.785440532855828,351.97204388520964
2021-01-10,2,4.6,502.62,12.00102999566398,0.0
2021-01-11,4,5.6,553.7149999999999,13.273294332428073,3026.715867366798
2021-01-12,1,4.5,565.43,11.55,0.0
2021-01-13,1,4.5,546.39,11.55,0.0
2021-01-14,1,4.6,550.65,11.7,0.0
2021-01-15,2,5.2,492.785,12.63707776445072,0.0
2021-01-16,1,4.6,350.63,11.7,0.0
2021-01-17,1,4.5,548.09,11.55,0.0
2021-01-18,0,,,,
2021-01-19,2,5.4,490.895,12.937077764450722,0.0
2021-01-20,3,5.6,534.6766666666666,13.235623004585923,2044.87456205694
2021-01-21,2,4.5,432.455,11.851029995663982,0.0
2021-01-22,0,,,,
2021-01-23,2,5.5,474.73,13.063520922108038,0.0
2021-01-24,3,5.0,402.73333333333335,12.455037268934529,45.872518663010034
2021-01-25,1,4.5,530.58,11.55,0.0
2021-01-26,3,4.9,534.92,12.464448527210145,111.34345001607238
2021-01-27,1,4.8,559.95,12.0,0.0
2021-01-28,1,4.5,599.36,11.55,0.0
2021-01-29,0,,,,
2021-01-30,1,4.5,480.99,11.55,0.0
2021-01-31,2,4.6,525.105,11.932474080687586,0.0
2021-02-01,0,,,,
2021-02-02,0,,,,
2021-02-03,1,4.8,530.2,12.0,0.0
2021-02-04,0,,,,
2021-02-05,2,4.7,387.685,12.026434862436489,0.0
2021-02-06,0,,,,
2021-02-07,1,5.0,369.42,12.3,0.0
2021-02-08,3,5.5,428.8666666666666,13.08192976350174,422.2678151861021
2021-02-09,0,,,,
2021-02-10,3,4.8,566.19,12.39814620332089,199.2041115246338
2021-02-11,0,,,,
2021-02-12,1,4.5,578.66,11.55,0.0
2021-02-13,1,4.5,664.74,11.55,0.0
2021-02-14,0,,,,
2021-02-15,1,4.8,494.79,12.0,0.0
2021-02-16,3,5.1,562.8733333333333,12.718578117629065,3571.5228848974066
2021-02-17,0,,,,
2021-02-18,1,4.5,535.2,11.55,0.0
2021-02-19,0,,,,
2021-02-20,1,4.6,460.61,11.7,0.0
2021-02-21,2,4.9,577.94,12.247322793708696,0.0
2021-02-22,1,4.6,584.69,11.7,0.0
2021-02-23,0,,,,
2021-02-24,0,,,,
2021-02-25,0,,,,
2021-02-26,2,4.7,545.355,12.026434862436489,0.0
2021-02-27,1,5.6,552.09,13.2,0.0
2021-02-28,1,4.5,529.03,11.55,0.0
2021-03-01,0,,,,
2021-03-02,2,4.6,549.25,11.932474080687586,0.0
2021-03-03,2,5.4,462.805,12.951496942025232,0.0
2021-03-04,3,5.0,393.96,12.505746090539692,640.4530860543131
2021-03-05,2,4.8,545.4449999999999,12.131879480002064,0.0
2021-03-06,0,,,,
2021-03-07,1,4.6,475.59,11.7,0.0
2021-03-08,1,4.5,572.48,11.55,0.0
2021-03-09,1,4.6,598.14,11.7,0.0
2021-03-10,3,5.9,516.87,13.659637988432864,202.3568158849588
2021-03-11,0,,,,
2021-03-12,1,5.8,541.0,13.5,0.0
2021-03-13,1,4.6,524.19,11.7,0.0
2021-03-14,1,4.5,509.68,11.55,0.0
2021-03-15,2,4.8,527.3,12.131879480002064,0.0
2021-03-16,1,4.8,586.38,12.0,0.0
2021-03-17,0,,,,
2021-03-18,0,,,,
2021-03-19,0,,,,
2021-03-20,0,,,,
2021-03-21,2,5.3,548.14,12.776572375596103,0.0
2021-03-22,1,4.5,557.06,11.55,0.0
2021-03-23,1,4.5,549.39,11.55,0.0
2021-03-24,1,4.9,569.34,12.15,0.0
2021-03-25,2,5.5,494.255,13.063520922108038,0.0
2021-03-26,1,4.5,575.92,11.55,0.0
2021-03-27,0,,,,
2021-03-28,1,4.7,501.28,11.85,0.0
2021-03-29,0,,,,
2021-03-30,0,,,,
2021-03-31,2,4.6,580.2,11.932474080687586,0.0
2021-04-01,1,6.0,595.0,13.8,0.0
2021-04-02,1,4.6,605.68,11.7,0.0
2021-04-03,1,5.9,326.0,13.650000000000002,0.0
2021-04-04,2,4.6,568.17,11.932474080687586,0.0
2021-04-05,1,4.6,632.1,11.7,0.0
2021-04-06,0,,,,
2021-04-07,1,5.6,427.55,13.2,0.0
2021-04-08,2,5.0,537.775,12.371081852649532,0.0
2021-04-09,3,4.7,551.6266666666667,12.248146203320893,211.6450100679909
2021-04-10,3,6.1,404.79,13.959226613259396,2847.9296630214103
2021-04-11,1,4.6,435.99,11.7,0.0
2021-04-12,0,,,,
2021-04-13,1,4.6,536.1,11.7,0.0
2021-04-14,0,,,,
2021-04-15,0,,,,
2021-04-16,1,5.4,577.73,12.900000000000002,0.0
2021-04-17,0,,,,
2021-04-18,1,4.5,578.94,11.55,0.0
